Make,Model,Year,Mileage,Price,Fuel,Registration_City,Documents,Assembly,Transmission,Car_Age,Mileage_Per_Year
Daihatsu,Hijet,2019,71000,2650000,Petrol,Unregistered,Original,Imported,Automatic,7,8875.0
Daihatsu,Cuore,2007,100000,560000,Petrol,Karachi,Original,Local,Manual,19,5000.0
Suzuki,Wagon R,2018,36000,2300000,Petrol,Lahore,Original,Local,Manual,8,4000.0
Toyota,Corrolla Altis,2016,137000,4200000,Petrol,Lahore,Original,Local,Automatic,10,12454.545454545454
Daihatsu,Mira,2019,37500,3650000,Petrol,Karachi,Original,Imported,Automatic,7,4687.5
Daihatsu,Hijet,2015,97000,1350000,Petrol,Lahore,Original,Imported,Automatic,11,8083.333333333333
Suzuki,Wagon R,2022,30000,2890000,Petrol,Punjab,Original,Local,Manual,4,6000.0
Suzuki,Swift,2016,122000,2350000,Petrol,Lahore,Original,Local,Automatic,10,11090.90909090909
Honda,Civic Oriel,2014,79000,3650000,Petrol,Lahore,Original,Local,Automatic,12,6076.923076923077
Toyota,Corolla XLI,2009,250000,2080000,Petrol,Islamabad,Original,Local,Manual,17,13888.888888888889
Hyundai,Santro,2001,12345,750000,Petrol,Islamabad,Original,Imported,Manual,25,474.8076923076923
Suzuki,Bolan,2019,7700,1500000,Petrol,Lahore,Original,Local,Manual,7,962.5
Toyota,Corrolla Altis,2000,175000,1950000,Petrol,Islamabad,Original,Imported,Automatic,26,6481.481481481482
Toyota,Yaris,2021,35000,4600000,Petrol,Karachi,Original,Local,Automatic,5,5833.333333333333
Suzuki,Mehran VXR,2007,70557,560000,Petrol,Karachi,Original,Local,Manual,19,3527.85
Mitsubishi,Lancer,2005,270000,1600000,Petrol,Lahore,Original,Imported,Automatic,21,12272.727272727272
Suzuki,Swift,2018,63000,4300000,Petrol,Islamabad,Original,Imported,Automatic,8,7000.0
Suzuki,Swift,2015,143000,2350000,Petrol,Lahore,Original,Local,Manual,11,11916.666666666666
Daihatsu,Mira,2014,92774,2075000,Petrol,Karachi,Original,Imported,Automatic,12,7136.461538461538
Daihatsu,Mira,2012,80000,2425000,Petrol,Lahore,Original,Imported,Automatic,14,5333.333333333333
Hyundai,Santro,2006,78525,844000,Petrol,Faisalabad,Original,Local,Manual,20,3739.285714285714
Suzuki,Alto,2021,58000,2280000,Petrol,Punjab,Original,Local,Manual,5,9666.666666666666
KIA,Sportage,2004,123000,1150000,Petrol,Karachi,Original,Imported,Automatic,22,5347.826086956522
Changan,Alsvin,2021,61000,3650000,Petrol,Punjab,Original,Local,Automatic,5,10166.666666666666
Suzuki,Bolan,2008,1105,500000,Petrol,Sindh,Original,Local,Manual,18,58.1578947368421
Suzuki,Alto,2021,71000,2575000,Petrol,Karachi,Original,Local,Automatic,5,11833.333333333334
Daihatsu,Cuore,2008,155278,870000,Petrol,Multan,Original,Imported,Manual,18,8172.526315789473
Suzuki,Alto,2007,50000,620000,Petrol,Karachi,Original,Local,Manual,19,2500.0
Suzuki,Wagon R,2019,95000,2100000,Petrol,Lahore,Original,Local,Manual,7,11875.0
Daihatsu,Cuore,2008,100000,830000,Petrol,Lahore,Original,Local,Manual,18,5263.1578947368425
Daihatsu,Cuore,2005,135000,690000,Petrol,Karachi,Original,Imported,Automatic,21,6136.363636363636
Toyota,Corolla GLI,2012,90000,2650000,Petrol,Lahore,Original,Local,Manual,14,6000.0
Hyundai,Santro,2006,100000,930000,Petrol,Lahore,Original,Imported,Manual,20,4761.9047619047615
Honda,City Aspire,2015,140000,2975000,Petrol,Lahore,Original,Local,Manual,11,11666.666666666666
Suzuki,Cultus VXR,2014,99000,1450000,Petrol,Lahore,Original,Local,Manual,12,7615.384615384615
Suzuki,Bolan,2008,70000,585000,Petrol,Karachi,Original,Local,Manual,18,3684.2105263157896
Honda,City Aspire,2014,120000,2650000,Petrol,Lahore,Original,Local,Manual,12,9230.76923076923
Suzuki,Bolan,2016,63000,1450000,Petrol,Islamabad,Original,Local,Manual,10,5727.272727272727
Toyota,Corrolla Altis,2012,100000,2625000,Petrol,Lahore,Original,Local,Automatic,14,6666.666666666667
Daihatsu,Mira,2020,32000,3480000,Petrol,Unregistered,Original,Local,Automatic,6,4571.428571428572
Suzuki,Bolan,2021,60000,1850000,Petrol,Karachi,Original,Local,Manual,5,10000.0
Hyundai,Santro,2007,95000,1125000,Petrol,Sialkot,Original,Local,Manual,19,4750.0
Suzuki,Alto,2021,53000,2750000,Petrol,Karachi,Original,Local,Automatic,5,8833.333333333334
Suzuki,Wagon R,2017,20000,3100000,Petrol,Islamabad,Original,Imported,Automatic,9,2000.0
Toyota,Corolla GLI,2018,43000,4375000,Petrol,Karachi,Original,Local,Automatic,8,4777.777777777777
Honda,City IVTEC,2001,215000,1300000,Petrol,Lahore,Original,Imported,Automatic,25,8269.23076923077
Suzuki,Bolan,2014,25000,900000,Petrol,Rawalpindi,Original,Local,Manual,12,1923.076923076923
Suzuki,Baleno,2005,92000,1175000,Petrol,Lahore,Original,Imported,Manual,21,4181.818181818182
Suzuki,Bolan,2009,70000,825000,Petrol,Karachi,Original,Local,Manual,17,3888.8888888888887
Suzuki,Every,2017,12347,1550000,Petrol,Faisalabad,Original,Imported,Automatic,9,1234.7
Suzuki,Alto,2012,128000,1150000,Petrol,Faisalabad,Original,Local,Manual,14,8533.333333333334
Suzuki,Mehran VXR,2018,25000,1350000,Petrol,Lahore,Original,Local,Manual,8,2777.777777777778
Daihatsu,Mira,2012,90000,1900000,Petrol,Islamabad,Original,Imported,Automatic,14,6000.0
Suzuki,Bolan,2007,4811,630000,Petrol,Sahiwal,Original,Imported,Manual,19,240.55
Honda,City IVTEC,2015,126000,3000000,Petrol,Islamabad,Original,Local,Manual,11,10500.0
Suzuki,Mehran VXR,2010,1234,750000,Petrol,Lahore,Original,Local,Manual,16,72.58823529411765
Suzuki,Every,2012,200000,1260000,Petrol,Lahore,Original,Imported,Automatic,14,13333.333333333334
Honda,City IVTEC,2007,100000,1830000,Petrol,Sindh,Original,Imported,Automatic,19,5000.0
Suzuki,Wagon R,2016,126000,1950000,Petrol,Lahore,Original,Local,Manual,10,11454.545454545454
Suzuki,Every,2018,137000,1950000,Petrol,Lahore,Original,Imported,Manual,8,15222.222222222223
Honda,City IVTEC,2019,130000,3750000,Petrol,Lahore,Original,Local,Automatic,7,16250.0
Suzuki,Alto,2012,90000,1480000,Petrol,Multan,Original,Imported,Automatic,14,6000.0
KIA,Sportage,2003,12345,1150000,Petrol,Karachi,Original,Imported,Manual,23,514.375
Suzuki,Wagon R,2015,68000,2153000,Petrol,Islamabad,Original,Local,Manual,11,5666.666666666667
Daihatsu,Cuore,2010,45619,980000,Petrol,Karachi,Original,Local,Manual,16,2683.470588235294
Hyundai,Santro,2006,100000,995000,Petrol,Gujrat,Original,Local,Manual,20,4761.9047619047615
Honda,City IVTEC,2017,53000,3600000,Petrol,Karachi,Original,Imported,Automatic,9,5300.0
Daihatsu,Mira,2020,13400,3600000,Petrol,Unregistered,Original,Imported,Automatic,6,1914.2857142857142
Honda,City IVTEC,2014,143500,2550000,Petrol,Lahore,Original,Local,Manual,12,11038.461538461539
Suzuki,Bolan,2005,48000,650000,Petrol,Karachi,Original,Local,Manual,21,2181.818181818182
Toyota,Corolla XLI,2011,125000,1950000,Petrol,Lahore,Original,Local,Manual,15,7812.5
Suzuki,Swift,2013,115000,2100000,Petrol,Lahore,Original,Imported,Automatic,13,8214.285714285714
Suzuki,Wagon R,2016,100000,1900000,Petrol,Lahore,Original,Imported,Manual,10,9090.90909090909
Toyota,Corolla GLI,2017,75000,4000000,Petrol,Islamabad,Original,Local,Automatic,9,7500.0
Toyota,Corolla GLI,2009,160000,2360000,Petrol,Faisalabad,Original,Imported,Manual,17,8888.888888888889
Suzuki,Cultus VXR,2006,77000,1200000,Petrol,Islamabad,Original,Local,Manual,20,3666.6666666666665
Chevrolet,Joy,2006,100000,700000,Petrol,Punjab,Original,Imported,Manual,20,4761.9047619047615
Suzuki,Alto,2009,100000,950000,Petrol,Punjab,Original,Local,Manual,17,5555.555555555556
Toyota,Corolla GLI,2018,90000,4580000,Petrol,Islamabad,Original,Local,Manual,8,10000.0
Suzuki,Alto,2006,175000,775000,Petrol,Lahore,Original,Local,Manual,20,8333.333333333334
Changan,Alsvin,2021,60000,3275000,Petrol,Islamabad,Original,Local,Automatic,5,10000.0
Suzuki,Mehran VXR,2008,3500,780000,Petrol,Lahore,Original,Imported,Manual,18,184.21052631578948
Suzuki,Bolan,2017,38000,1300000,CNG,Mardan,Original,Local,Manual,9,3800.0
Toyota,Corolla XLI,2015,191000,2900000,Petrol,Punjab,Original,Local,Manual,11,15916.666666666666
Honda,Civic Oriel,2007,133980,1750000,Petrol,Gujrat,Original,Local,Manual,19,6699.0
Daihatsu,Hijet,2012,158000,1470000,Petrol,Lahore,Original,Imported,Automatic,14,10533.333333333334
Daihatsu,Mira,2013,1655,510000,Petrol,Lahore,Original,Imported,Automatic,13,118.21428571428571
Suzuki,Wagon R,2014,140000,1550000,Petrol,Karachi,Original,Local,Manual,12,10769.23076923077
Suzuki,Wagon R,2017,69000,1890000,Petrol,Lahore,Original,Local,Manual,9,6900.0
Hyundai,Santro,2007,150000,1015000,Petrol,Lahore,Original,Local,Manual,19,7500.0
Honda,City IVTEC,2015,39737,3150000,Petrol,Karachi,Original,Local,Manual,11,3311.4166666666665
Toyota,Corrolla Altis,2019,98000,4250000,Petrol,Karachi,Original,Local,Automatic,7,12250.0
Daihatsu,Move,2018,138700,2900000,Petrol,Lahore,Original,Imported,Automatic,8,15411.111111111111
Suzuki,Bolan,2017,23500,1175000,Petrol,Lahore,Original,Local,Manual,9,2350.0
Daihatsu,Mira,2014,179000,2200000,Petrol,Karachi,Original,Imported,Automatic,12,13769.23076923077
Daihatsu,Cuore,2009,23000,1080000,Petrol,Lahore,Original,Local,Manual,17,1277.7777777777778
Suzuki,Alto,2019,69000,1995000,Petrol,Karachi,Original,Local,Manual,7,8625.0
Suzuki,Mehran VXR,2008,12345,690000,Petrol,Islamabad,Duplicate,Imported,Manual,18,649.7368421052631
Hyundai,Santro,2004,270000,850000,Petrol,Lahore,Original,Imported,Manual,22,11739.130434782608
Toyota,Corolla GLI,2012,140000,2550000,Petrol,Lahore,Original,Local,Manual,14,9333.333333333334
Suzuki,Mehran VXR,2018,73000,1090000,Petrol,Lahore,Original,Local,Manual,8,8111.111111111111
Toyota,Corolla GLI,2017,55000,4050000,Petrol,Karachi,Original,Local,Automatic,9,5500.0
Daihatsu,Cuore,2004,123456,520000,Petrol,Karachi,Original,Local,Manual,22,5367.652173913043
Suzuki,Bolan,2006,44444,485000,Petrol,Karachi,Original,Local,Manual,20,2116.3809523809523
Suzuki,Cultus VXR,2013,45000,1400000,Petrol,Sialkot,Original,Local,Manual,13,3214.285714285714
Toyota,Altis Grande,2016,116000,4350000,Petrol,Lahore,Original,Local,Automatic,10,10545.454545454546
Suzuki,Alto,2022,26000,2425000,Petrol,Karachi,Original,Local,Manual,4,5200.0
Hyundai,Santro,2003,73137,950000,Petrol,Faisalabad,Original,Local,Manual,23,3047.375
Suzuki,Cultus VXR,2007,125000,750000,Petrol,Lahore,Original,Local,Manual,19,6250.0
Toyota,Corolla GLI,2002,200000,1750000,Petrol,Karachi,Original,Local,Manual,24,8000.0
Honda,City IVTEC,2018,62000,3750000,Petrol,Lahore,Original,Local,Automatic,8,6888.888888888889
Daihatsu,Move,2013,120671,2100000,Petrol,Lahore,Original,Imported,Automatic,13,8619.357142857143
KIA,Spectra,2003,150000,600000,Petrol,Islamabad,Original,Imported,Manual,23,6250.0
Hyundai,Santro,2004,50000,1050000,Petrol,Lahore,Original,Local,Manual,22,2173.913043478261
Toyota,Corrolla Altis,2019,76000,5000000,Petrol,Lahore,Original,Local,Automatic,7,9500.0
Chevrolet,Exclusive,2005,80000,460000,Petrol,Sindh,Original,Imported,Manual,21,3636.3636363636365
Daihatsu,Move,2013,81000,2225000,Petrol,Lahore,Original,Imported,Automatic,13,5785.714285714285
FAW,X-PV,2016,128000,800000,Petrol,Lahore,Original,Local,Manual,10,11636.363636363636
Honda,City IVTEC,2016,76300,2990000,Petrol,Lahore,Original,Local,Manual,10,6936.363636363636
Honda,City IVTEC,2021,28450,4500000,Petrol,Punjab,Original,Local,Automatic,5,4741.666666666667
Toyota,Corrolla Altis,2009,129000,2225000,Petrol,Karachi,Original,Local,Automatic,17,7166.666666666667
Suzuki,Swift,2018,85900,2050000,Petrol,Karachi,Original,Local,Manual,8,9544.444444444445
Suzuki,Bolan,2016,50000,1100000,Petrol,Lahore,Original,Local,Manual,10,4545.454545454545
Daihatsu,Mira,2014,105000,2120000,Petrol,Karachi,Original,Imported,Automatic,12,8076.923076923077
Toyota,Corolla XLI,2015,200000,3050000,Petrol,Lahore,Original,Local,Manual,11,16666.666666666668
Suzuki,Bolan,2015,11111,925000,Petrol,Karachi,Original,Local,Manual,11,925.9166666666666
Suzuki,Cultus VXR,2008,250000,850000,Petrol,Lahore,Original,Local,Manual,18,13157.894736842105
Toyota,Corrolla Altis,2020,36800,4800000,Petrol,Karachi,Original,Local,Automatic,6,5257.142857142857
Honda,City IVTEC,2015,72000,2875000,Petrol,Lahore,Original,Imported,Manual,11,6000.0
Suzuki,Swift,2014,119000,1790000,Petrol,Rawalpindi,Original,Local,Manual,12,9153.846153846154
Honda,City IVTEC,2017,98100,3250000,Petrol,Islamabad,Original,Local,Manual,9,9810.0
Honda,City Aspire,2019,49000,3600000,Petrol,Karachi,Original,Local,Automatic,7,6125.0
Honda,City IVTEC,2011,123000,2500000,Petrol,Lahore,Original,Local,Manual,15,7687.5
Honda,Civic Prosmetic,2017,63500,4550000,Petrol,Islamabad,Original,Imported,Automatic,9,6350.0
Mitsubishi,Pajero Mini,2000,150000,1190000,Petrol,Karachi,Original,Imported,Automatic,26,5555.555555555556
Toyota,Surf,1993,123456,2650000,Diesel,Lahore,Original,Imported,Automatic,33,3631.0588235294117
Toyota,Passo,2015,92000,3000000,Petrol,Islamabad,Original,Imported,Automatic,11,7666.666666666667
Suzuki,Every,2007,100000,950000,Petrol,Sindh,Original,Imported,Manual,19,5000.0
Toyota,Yaris,2021,90000,4450000,Petrol,Lahore,Original,Local,Automatic,5,15000.0
Suzuki,Wagon R,2018,50000,2070000,Petrol,Sindh,Original,Local,Manual,8,5555.555555555556
Suzuki,Bolan,2017,129000,1195000,Petrol,Lahore,Original,Local,Manual,9,12900.0
Daihatsu,Move,2015,200000,2225000,Petrol,Gujranwala,Original,Imported,Automatic,11,16666.666666666668
Honda,City Aspire,2017,102000,3700000,Petrol,Islamabad,Original,Local,Automatic,9,10200.0
Suzuki,Every,2016,1000,1675000,Petrol,Lahore,Original,Imported,Manual,10,90.9090909090909
Mercedes,E Class,2000,150000,2200000,Petrol,Islamabad,Original,Imported,Automatic,26,5555.555555555556
Suzuki,Every,2010,200000,2500000,Petrol,Islamabad,Original,Imported,Automatic,16,11764.70588235294
Suzuki,Alto,2010,69000,900000,Petrol,Multan,Original,Imported,Manual,16,4058.823529411765
Toyota,Yaris,2020,21000,4750000,Petrol,Islamabad,Original,Imported,Automatic,6,3000.0
Suzuki,Swift,2010,10000,1580000,Petrol,Islamabad,Original,Imported,Manual,16,588.2352941176471
Suzuki,Wagon R,2022,24000,3200000,Petrol,Punjab,Original,Local,Automatic,4,4800.0
Honda,Civic Prosmetic,2001,220000,1175000,Petrol,Faisalabad,Original,Local,Automatic,25,8461.538461538461
Suzuki,Cultus VXR,2005,111111,790000,Petrol,Lahore,Original,Local,Manual,21,5050.5
Honda,Civic Prosmetic,2009,150000,1950000,Petrol,Lahore,Original,Local,Automatic,17,8333.333333333334
Suzuki,Bolan,2006,100000,740000,Petrol,Lahore,Original,Local,Manual,20,4761.9047619047615
Honda,Civic Prosmetic,2007,123456,1880000,Petrol,Lahore,Original,Local,Automatic,19,6172.8
Suzuki,Cultus VXR,2003,170000,685000,Petrol,Lahore,Original,Local,Manual,23,7083.333333333333
Daihatsu,Cuore,2004,100000,700000,Petrol,Karachi,Original,Local,Manual,22,4347.826086956522
Toyota,Passo,2018,61000,3680000,Petrol,Punjab,Original,Imported,Automatic,8,6777.777777777777
Suzuki,Wagon R,2017,56000,2050000,Petrol,Karachi,Original,Imported,Automatic,9,5600.0
Daihatsu,Mira,2019,5000,3550000,Petrol,Karachi,Original,Imported,Automatic,7,625.0
Suzuki,Bolan,2014,62000,1395000,Petrol,Lahore,Original,Local,Manual,12,4769.2307692307695
Toyota,Corolla XLI,2011,98765,2250000,Petrol,Lahore,Original,Imported,Manual,15,6172.8125
Suzuki,Cultus VXR,2007,99000,700000,Petrol,Sindh,Original,Local,Manual,19,4950.0
Suzuki,Bolan,2015,123456,725000,Petrol,Lahore,Original,Local,Manual,11,10288.0
Honda,City Aspire,2020,54000,4225000,Petrol,Punjab,Original,Local,Automatic,6,7714.285714285715
Honda,City IDSI,2007,228000,1690000,Petrol,Karachi,Original,Local,Manual,19,11400.0
Daihatsu,Hijet,2012,91000,1385000,Petrol,Karachi,Original,Imported,Automatic,14,6066.666666666667
Suzuki,Swift,2020,75000,2450000,Petrol,Islamabad,Original,Local,Manual,6,10714.285714285714
Honda,City Aspire,2010,80000,1990000,Petrol,Lahore,Original,Local,Manual,16,4705.882352941177
Daihatsu,Hijet,2013,78000,1510000,Petrol,Karachi,Original,Imported,Automatic,13,5571.428571428572
Hyundai,Santro,2007,173000,880000,Petrol,Lahore,Original,Local,Manual,19,8650.0
Honda,Civic Oriel,2015,76000,3150000,Petrol,Lahore,Original,Local,Automatic,11,6333.333333333333
Daihatsu,Cuore,2007,400000,700000,Petrol,Karachi,Original,Imported,Manual,19,20000.0
Suzuki,Alto,2009,1234,780000,Petrol,Karachi,Original,Local,Manual,17,68.55555555555556
Suzuki,Alto,2007,80000,1620000,Petrol,Islamabad,Original,Imported,Automatic,19,4000.0
Mitsubishi,Lancer,2005,70000,1370000,Petrol,Lahore,Original,Imported,Manual,21,3181.818181818182
Toyota,Yaris,2020,6000,4650000,Petrol,Karachi,Original,Imported,Automatic,6,857.1428571428571
Toyota,Corolla GLI,2011,120000,2190000,Petrol,Lahore,Original,Local,Manual,15,7500.0
Toyota,Yaris,2020,21500,4375000,Petrol,Punjab,Original,Local,Automatic,6,3071.4285714285716
Suzuki,Alto,2007,12345,750000,Petrol,Karachi,Original,Imported,Manual,19,617.25
Suzuki,Wagon R,2016,103000,1950000,Petrol,Karachi,Original,Local,Manual,10,9363.636363636364
Daihatsu,Cuore,2007,178000,1000000,Petrol,Karachi,Original,Local,Automatic,19,8900.0
Toyota,Corolla XLI,2018,85000,4050000,Petrol,Sindh,Original,Local,Manual,8,9444.444444444445
Honda,City Aspire,2015,131000,3025000,Petrol,Lahore,Original,Imported,Automatic,11,10916.666666666666
Suzuki,Bolan,2002,10000,650000,Petrol,Lahore,Original,Local,Manual,24,400.0
Changan,Karvaan,2020,14000,1885000,Petrol,Karachi,Original,Imported,Manual,6,2000.0
Toyota,Corrolla Altis,2017,35000,4800000,Petrol,Islamabad,Original,Local,Automatic,9,3500.0
Hyundai,Santro,2003,100000,690000,Petrol,Karachi,Original,Local,Manual,23,4166.666666666667
Suzuki,Mehran VXR,2008,80000,725000,Petrol,Lahore,Original,Local,Manual,18,4210.526315789473
Toyota,Corolla GLI,2016,74000,3700000,Petrol,Lahore,Original,Local,Automatic,10,6727.272727272727
Changan,Karvaan,2021,59000,2250000,Petrol,Karachi,Original,Local,Manual,5,9833.333333333334
Daihatsu,Move,2013,145000,1990000,Petrol,Lahore,Original,Imported,Automatic,13,10357.142857142857
Toyota,Corolla XLI,2016,163000,3050000,Petrol,Lahore,Original,Imported,Manual,10,14818.181818181818
Daihatsu,Mira,2011,154000,2100000,Petrol,Karachi,Original,Imported,Automatic,15,9625.0
Daihatsu,Move,2019,19000,3300000,Petrol,Punjab,Original,Imported,Automatic,7,2375.0
Suzuki,Every,2011,89000,1650000,Petrol,Karachi,Original,Imported,Automatic,15,5562.5
Suzuki,Wagon R,2018,82000,2360000,Petrol,Islamabad,Original,Local,Manual,8,9111.111111111111
Suzuki,Bolan,2015,60500,950000,Petrol,Rawalpindi,Original,Local,Manual,11,5041.666666666667
Suzuki,Baleno,2004,250000,900000,Petrol,Islamabad,Original,Local,Manual,22,10869.565217391304
Suzuki,Mehran VXR,2008,135000,770000,Petrol,Lahore,Original,Local,Manual,18,7105.263157894737
Daihatsu,Move,2012,90000,1935000,Petrol,Lahore,Original,Imported,Automatic,14,6000.0
Honda,City IVTEC,2016,26000,3400000,Petrol,Sialkot,Original,Imported,Manual,10,2363.6363636363635
Daihatsu,Mira,2020,40000,3540000,Petrol,Unregistered,Original,Imported,Automatic,6,5714.285714285715
Suzuki,Mehran VXR,2017,45000,1350000,Petrol,Bahawalpur,Original,Local,Manual,9,4500.0
Suzuki,Bolan,2020,14000,1780000,Petrol,Lahore,Original,Local,Manual,6,2000.0
Honda,City IDSI,2009,179000,1665000,Petrol,Sindh,Original,Local,Manual,17,9944.444444444445
Hyundai,Santro,2004,140000,1200000,Petrol,Multan,Original,Local,Manual,22,6086.95652173913
Hyundai,Santro,2006,12345,970000,Petrol,Lahore,Original,Local,Manual,20,587.8571428571429
Toyota,Passo,2020,51000,3880000,Petrol,Islamabad,Original,Imported,Automatic,6,7285.714285714285
Daihatsu,Cuore,2005,80000,800000,Petrol,Lahore,Original,Local,Manual,21,3636.3636363636365
Daihatsu,Cuore,2003,45000,550000,Petrol,Karachi,Original,Local,Manual,23,1875.0
Daihatsu,Mira,2017,66000,2680000,Petrol,Sindh,Original,Imported,Automatic,9,6600.0
Suzuki,Bolan,2011,80000,795000,Petrol,Lahore,Original,Local,Manual,15,5000.0
Toyota,Corolla GLI,2012,85000,2150000,Petrol,Lahore,Original,Imported,Manual,14,5666.666666666667
Daihatsu,Cuore,2011,103000,945000,Petrol,Karachi,Original,Local,Manual,15,6437.5
Toyota,Corolla GLI,2015,95500,3100000,Petrol,Lahore,Original,Imported,Manual,11,7958.333333333333
Suzuki,Alto,2007,270000,1030000,Petrol,Lahore,Original,Local,Manual,19,13500.0
Suzuki,Swift,2019,93346,2500000,Petrol,Lahore,Original,Local,Manual,7,11668.25
Hyundai,Santro,2004,100000,780000,Petrol,Lahore,Original,Local,Manual,22,4347.826086956522
Suzuki,Wagon R,2021,50000,2850000,Petrol,Punjab,Original,Local,Manual,5,8333.333333333334
Hyundai,Santro,2002,148000,1050000,Petrol,Lahore,Original,Imported,Manual,24,5920.0
Toyota,Corolla XLI,2012,81000,2480000,Petrol,Lahore,Original,Local,Manual,14,5400.0
Suzuki,Wagon R,2017,104000,1930000,Petrol,Lahore,Original,Local,Manual,9,10400.0
Suzuki,Alto,2003,120000,525000,Petrol,Karachi,Original,Local,Manual,23,5000.0
Honda,Civic Prosmetic,2011,150000,2050000,Petrol,Karachi,Original,Local,Automatic,15,9375.0
Toyota,Yaris,2021,13000,4100000,Petrol,Lahore,Original,Local,Manual,5,2166.6666666666665
Toyota,Altis Grande,2017,75214,4649000,Petrol,Lahore,Original,Local,Automatic,9,7521.4
KIA,Classic,2002,12345,425000,Petrol,Multan,Original,Local,Manual,24,493.8
KIA,Sportage,2004,100000,1400000,Petrol,Karachi,Original,Local,Automatic,22,4347.826086956522
Honda,City Aspire,2021,6400,4900000,Petrol,Karachi,Original,Local,Automatic,5,1066.6666666666667
Daihatsu,Mira,2018,80000,3125000,Petrol,Karachi,Original,Imported,Automatic,8,8888.888888888889
Daihatsu,Mira,2017,66000,2900000,Petrol,Karachi,Original,Imported,Automatic,9,6600.0
Honda,City IDSI,2007,125343,1870000,Petrol,Faisalabad,Original,Local,Automatic,19,6267.15
Suzuki,Swift,2012,115000,1850000,Petrol,Lahore,Original,Imported,Manual,14,7666.666666666667
Toyota,Altis Grande,2015,159000,4150000,Petrol,Islamabad,Original,Local,Automatic,11,13250.0
Suzuki,Alto,2009,100000,1490000,Petrol,Lahore,Original,Imported,Automatic,17,5555.555555555556
Changan,Alsvin,2021,23495,4100000,Petrol,Lahore,Original,Imported,Automatic,5,3915.8333333333335
Daihatsu,Move,2014,83000,2165000,Petrol,Lahore,Original,Imported,Automatic,12,6384.615384615385
Changan,Karvaan,2021,65000,2390000,Petrol,Punjab,Original,Imported,Manual,5,10833.333333333334
Toyota,Corolla XLI,2014,230000,2450000,Petrol,Multan,Original,Local,Manual,12,17692.30769230769
Hyundai,Santro,2003,120000,720000,Petrol,Lahore,Original,Local,Manual,23,5000.0
Honda,City IVTEC,2019,80000,4000000,Petrol,Lahore,Original,Imported,Automatic,7,10000.0
Hyundai,Santro,2007,110000,950000,Petrol,Faisalabad,Original,Local,Manual,19,5500.0
KIA,Spectra,2001,90000,700000,Petrol,Lahore,Original,Imported,Manual,25,3461.5384615384614
Suzuki,Mehran VXR,2018,1234,1130000,Petrol,Multan,Original,Local,Manual,8,137.11111111111111
Toyota,Corrolla Altis,2017,10699,3850000,Petrol,Islamabad,Original,Local,Automatic,9,1069.9
Honda,City IVTEC,2019,44000,3750000,Petrol,Karachi,Original,Local,Automatic,7,5500.0
Toyota,Corrolla Altis,2004,178000,1690000,Petrol,Lahore,Original,Local,Manual,22,7739.130434782609
Toyota,Yaris,2020,49000,4200000,Petrol,Punjab,Original,Local,Automatic,6,7000.0
Suzuki,Alto,2010,159000,850000,Petrol,Karachi,Original,Local,Manual,16,9352.941176470587
Toyota,Corolla XLI,2010,236500,2370000,Petrol,Islamabad,Original,Local,Manual,16,13911.764705882353
Toyota,Corolla XLI,2009,175000,2125000,Petrol,Lahore,Original,Local,Manual,17,9722.222222222223
Suzuki,Mehran VXR,2018,54000,1230000,Petrol,Lahore,Original,Local,Manual,8,6000.0
Suzuki,Bolan,2007,65000,650000,Petrol,Lahore,Original,Imported,Manual,19,3250.0
Suzuki,Mehran VXR,2006,55000,630000,CNG,Peshawar,Original,Local,Manual,20,2619.0476190476193
Daihatsu,Cuore,2004,184000,540000,Petrol,Karachi,Original,Local,Manual,22,8000.0
Daihatsu,Hijet,2016,87000,2000000,Petrol,Karachi,Original,Imported,Automatic,10,7909.090909090909
Suzuki,Alto,2011,94000,1025000,Petrol,Karachi,Original,Local,Manual,15,5875.0
Toyota,Corolla GLI,2012,105000,2500000,Petrol,Karachi,Original,Local,Manual,14,7000.0
Honda,City IVTEC,2013,77000,2450000,Petrol,Karachi,Original,Local,Manual,13,5500.0
Suzuki,Ravi,2017,160000,1400000,Petrol,Multan,Original,Local,Manual,9,16000.0
Honda,Civic Prosmetic,2015,57887,4075000,Petrol,Sindh,Original,Local,Automatic,11,4823.916666666667
Suzuki,Bolan,2015,30000,744000,Petrol,Punjab,Original,Local,Manual,11,2500.0
Suzuki,Swift,2011,97500,1540000,Petrol,Sindh,Original,Local,Manual,15,6093.75
Chevrolet,Exclusive,2004,12500,665000,Petrol,Lahore,Original,Local,Manual,22,543.4782608695652
Suzuki,Bolan,2009,1000,750000,Petrol,Islamabad,Original,Imported,Manual,17,55.55555555555556
Toyota,Yaris,2020,56000,3850000,Petrol,Karachi,Original,Local,Automatic,6,8000.0
Daihatsu,Mira,2006,167000,1540000,Petrol,Lahore,Original,Imported,Automatic,20,7952.380952380952
Suzuki,Every,2008,75000,1550000,Petrol,Islamabad,Original,Local,Manual,18,3947.3684210526317
Toyota,Corolla GLI,2019,85000,4023000,Petrol,Sindh,Original,Local,Manual,7,10625.0
Toyota,Corolla GLI,2016,90000,3450000,Petrol,Karachi,Original,Local,Automatic,10,8181.818181818182
Daihatsu,Cuore,2005,10000,1070000,Petrol,Islamabad,Original,Imported,Automatic,21,454.54545454545456
Suzuki,Wagon R,2022,11344,3215000,Petrol,Lahore,Original,Local,Automatic,4,2268.8
