Make,Model,Year,Mileage,Price,Fuel,Registration_City,Documents,Assembly,Transmission,Car_Age,Mileage_Per_Year
Suzuki,Wagon R,2018,40000,2300000,Petrol,Lahore,Original,Local,Manual,8,4444.444444444444
Honda,Civic Prosmetic,2007,99368,2125000,Petrol,Lahore,Original,Local,Automatic,19,4968.4
Daihatsu,Cuore,2007,87000,1230000,Petrol,Lahore,Original,Local,Automatic,19,4350.0
Honda,City Aspire,2013,115000,2500000,Petrol,Karachi,Original,Local,Automatic,13,8214.285714285714
Honda,City Aspire,2016,81000,3350000,Petrol,Lahore,Original,Local,Automatic,10,7363.636363636364
Suzuki,Baleno,2003,150000,925000,Petrol,Lahore,Original,Local,Manual,23,6250.0
Toyota,Altis Grande,2018,58000,4975000,Petrol,Lahore,Original,Local,Automatic,8,6444.444444444444
Honda,Civic Oriel,2008,138100,2250000,Petrol,Lahore,Original,Local,Manual,18,7268.421052631579
Toyota,Corolla XLI,2012,258792,2200000,Petrol,Lahore,Original,Imported,Manual,14,17252.8
Suzuki,Every,2019,67250,2250000,Petrol,Lahore,Original,Imported,Automatic,7,8406.25
Toyota,Passo,2011,19999,1500000,Petrol,Karachi,Original,Imported,Automatic,15,1249.9375
Changan,Karvaan,2022,1600,2690000,Petrol,Punjab,Original,Local,Manual,4,320.0
Suzuki,Bolan,2018,85000,1400000,Petrol,Lahore,Original,Local,Manual,8,9444.444444444445
Suzuki,Cultus VXR,2008,174596,910000,Petrol,Lahore,Original,Local,Manual,18,9189.263157894737
Honda,City IVTEC,2015,126350,2755000,Petrol,Lahore,Original,Local,Automatic,11,10529.166666666666
Daihatsu,Mira,2014,60000,2060000,Petrol,Karachi,Original,Imported,Automatic,12,4615.384615384615
Honda,Civic Prosmetic,2009,155000,2180000,Petrol,Lahore,Original,Local,Automatic,17,8611.111111111111
Suzuki,Alto,2012,146000,1045000,Petrol,Lahore,Original,Local,Manual,14,9733.333333333334
Honda,City IVTEC,2016,118000,2850000,Petrol,Multan,Original,Imported,Manual,10,10727.272727272728
Daihatsu,Mira,2015,222000,2670000,Petrol,Islamabad,Original,Imported,Automatic,11,18500.0
Suzuki,Cultus VXR,2014,99999,1250000,Petrol,Karachi,Original,Local,Manual,12,7692.2307692307695
FAW,X-PV,2020,50719,1700000,Petrol,Islamabad,Original,Local,Manual,6,7245.571428571428
Suzuki,Alto,2007,80000,700000,Petrol,Karachi,Original,Local,Manual,19,4000.0
Suzuki,Bolan,2013,21830,870000,Petrol,Islamabad,Original,Local,Manual,13,1559.2857142857142
Hyundai,Santro,2003,5555,780000,Petrol,Lahore,Original,Imported,Manual,23,231.45833333333334
Suzuki,Baleno,2005,85000,750000,Petrol,Karachi,Original,Local,Manual,21,3863.6363636363635
Toyota,Corolla XLI,2014,175000,3200000,Petrol,Sindh,Original,Local,Manual,12,13461.538461538461
Hyundai,Santro,2005,115000,925000,Petrol,Rawalpindi,Original,Local,Manual,21,5227.272727272727
Suzuki,Baleno,2001,13000,890000,Petrol,Lahore,Original,Local,Manual,25,500.0
Mitsubishi,Minica,2011,100000,850000,Petrol,Karachi,Original,Imported,Automatic,15,6250.0
Suzuki,Alto,2012,150000,1250000,Petrol,Lahore,Original,Imported,Manual,14,10000.0
Honda,Civic Prosmetic,2015,95000,4300000,Petrol,Islamabad,Original,Imported,Automatic,11,7916.666666666667
Suzuki,Every,2011,106000,1610000,Petrol,Sindh,Original,Imported,Automatic,15,6625.0
FAW,X-PV,2018,136632,1150000,Petrol,Lahore,Original,Local,Manual,8,15181.333333333334
Suzuki,Every,2013,118715,1835000,Petrol,Lahore,Original,Imported,Automatic,13,8479.642857142857
Honda,City IVTEC,2018,27000,3500000,Petrol,Lahore,Original,Imported,Automatic,8,3000.0
Hyundai,Santro,2004,51214,950000,Petrol,Islamabad,Original,Local,Manual,22,2226.695652173913
Hyundai,Santro,2006,120000,879000,Petrol,Lahore,Original,Local,Manual,20,5714.285714285715
Honda,City IVTEC,2014,73000,3100000,Petrol,Islamabad,Original,Local,Automatic,12,5615.384615384615
Toyota,Corolla GLI,2009,145000,2250000,Petrol,Karachi,Original,Local,Manual,17,8055.555555555556
Suzuki,Baleno,2003,120000,875000,Petrol,Gujranwala,Original,Local,Manual,23,5000.0
Daihatsu,Mira,2006,123456,1250000,Petrol,Karachi,Original,Imported,Manual,20,5878.857142857143
Toyota,Yaris,2022,37000,4700000,Petrol,Karachi,Original,Local,Automatic,4,7400.0
Toyota,Corolla XLI,2005,94000,1380000,Petrol,Faisalabad,Original,Local,Manual,21,4272.727272727273
Toyota,Corrolla Altis,2014,80000,3700000,Petrol,Lahore,Original,Local,Manual,12,6153.846153846154
Honda,City Aspire,2015,75000,2750000,Petrol,Karachi,Original,Local,Manual,11,6250.0
Honda,City IVTEC,2011,170000,2375000,Petrol,Lahore,Original,Local,Manual,15,10625.0
Suzuki,Mehran VXR,2018,75000,1390000,Petrol,Islamabad,Original,Imported,Manual,8,8333.333333333334
KIA,Classic,2001,25555,675000,Petrol,Islamabad,Original,Imported,Manual,25,982.8846153846154
Mitsubishi,Ek Wagon,2008,140000,1700000,Petrol,Punjab,Original,Imported,Manual,18,7368.421052631579
Honda,Civic Oriel,2017,115000,4800000,Petrol,Punjab,Original,Local,Automatic,9,11500.0
KIA,Picanto,2020,15000,2850000,Petrol,Lahore,Original,Local,Automatic,6,2142.8571428571427
Suzuki,Bolan,2002,71000,650000,Petrol,Lahore,Original,Imported,Manual,24,2840.0
Suzuki,Mehran VXR,2015,98000,1150000,Petrol,Sindh,Original,Local,Manual,11,8166.666666666667
Toyota,Altis Grande,2014,130000,3900000,Petrol,Lahore,Original,Local,Automatic,12,10000.0
Suzuki,Every,2013,115000,1685000,Petrol,Islamabad,Original,Imported,Automatic,13,8214.285714285714
Suzuki,Every,2018,100000,2600000,Petrol,Unregistered,Original,Imported,Automatic,8,11111.111111111111
Toyota,Corolla GLI,2018,75000,4300000,Petrol,Punjab,Original,Imported,Automatic,8,8333.333333333334
Honda,City IDSI,2006,113000,1980000,Petrol,Lahore,Original,Local,Automatic,20,5380.952380952381
Suzuki,Bolan,2007,93306,700000,Petrol,Lahore,Original,Local,Manual,19,4665.3
Suzuki,Bolan,2001,100000,450000,Petrol,Faisalabad,Original,Imported,Manual,25,3846.153846153846
Daihatsu,Cuore,2006,343554,900000,Petrol,Lahore,Original,Local,Manual,20,16359.714285714286
Suzuki,Bolan,2017,65000,1150000,Petrol,Lahore,Original,Local,Manual,9,6500.0
Toyota,Yaris,2021,20000,4700000,Petrol,Karachi,Original,Local,Automatic,5,3333.3333333333335
Suzuki,Wagon R,2018,62500,2395000,Petrol,Lahore,Original,Local,Manual,8,6944.444444444444
Toyota,Yaris,2022,33000,5000000,Petrol,Lahore,Original,Imported,Automatic,4,6600.0
KIA,Spectra,2003,120000,670000,Petrol,Multan,Original,Imported,Manual,23,5000.0
Suzuki,Baleno,2002,300000,920000,Petrol,Lahore,Original,Local,Manual,24,12000.0
Honda,City Aspire,2019,68000,3700000,Petrol,Lahore,Original,Local,Manual,7,8500.0
Hyundai,Santro,2004,200000,760000,Petrol,Karachi,Original,Imported,Manual,22,8695.652173913044
Mitsubishi,Pajero Mini,2008,109000,1800000,Petrol,Lahore,Original,Imported,Automatic,18,5736.8421052631575
Daihatsu,Hijet,2013,95000,1800000,Petrol,Karachi,Original,Local,Automatic,13,6785.714285714285
Mitsubishi,Minica,2007,133500,1300000,Petrol,Lahore,Original,Imported,Manual,19,6675.0
Toyota,Corolla XLI,2011,53000,2400000,Petrol,Islamabad,Duplicate,Local,Manual,15,3312.5
Honda,City Vario,2005,114000,1670000,Petrol,Sindh,Original,Local,Automatic,21,5181.818181818182
Honda,City IVTEC,2018,29500,4050000,Petrol,Lahore,Original,Local,Automatic,8,3277.777777777778
Toyota,Passo,2017,120000,3800000,Petrol,Islamabad,Original,Imported,Automatic,9,12000.0
Mitsubishi,Minicab Bravo,2011,64000,1515000,Petrol,Lahore,Original,Imported,Automatic,15,4000.0
Suzuki,Swift,2018,60000,2650000,Petrol,Lahore,Original,Local,Automatic,8,6666.666666666667
Daihatsu,Move,2014,110000,2350000,Petrol,Islamabad,Original,Imported,Automatic,12,8461.538461538461
Suzuki,Bolan,2018,40000,1350000,Petrol,Rawalpindi,Original,Local,Manual,8,4444.444444444444
Honda,Civic Prosmetic,2010,185000,1750000,Petrol,Lahore,Original,Imported,Manual,16,10882.35294117647
Suzuki,Swift,2013,85000,1700000,Petrol,Multan,Original,Local,Manual,13,6071.428571428572
Honda,City IVTEC,2022,18000,4600000,Petrol,Islamabad,Original,Local,Manual,4,3600.0
Changan,Alsvin,2022,22000,3880000,Petrol,Islamabad,Original,Imported,Automatic,4,4400.0
Suzuki,Wagon R,2018,105000,2050000,Petrol,Islamabad,Original,Local,Manual,8,11666.666666666666
Toyota,Passo,2019,46000,4500000,Petrol,Islamabad,Original,Imported,Automatic,7,5750.0
Suzuki,Wagon R,2019,72000,2450000,Petrol,Lahore,Original,Local,Manual,7,9000.0
Mitsubishi,Lancer,2005,241457,1200000,Petrol,Multan,Original,Local,Automatic,21,10975.318181818182
Suzuki,Alto,2022,25000,2500000,Petrol,Islamabad,Original,Local,Manual,4,5000.0
Toyota,Altis Grande,2015,64000,4000000,Petrol,Sindh,Original,Local,Automatic,11,5333.333333333333
Suzuki,Cultus VXR,2016,80000,1900000,Petrol,Rawalpindi,Original,Local,Manual,10,7272.727272727273
Daihatsu,Hijet,2014,79700,1750000,Petrol,Karachi,Original,Imported,Automatic,12,6130.7692307692305
Honda,City IVTEC,2015,142000,2695000,Petrol,Lahore,Original,Local,Manual,11,11833.333333333334
Honda,Civic Prosmetic,2013,180000,3075000,Petrol,Lahore,Original,Local,Manual,13,12857.142857142857
Honda,Civic Prosmetic,2015,123000,3520000,Petrol,Lahore,Original,Local,Automatic,11,10250.0
Suzuki,Alto,2019,79000,2408000,Petrol,Karachi,Original,Local,Automatic,7,9875.0
Suzuki,Bolan,2017,50000,1580000,Petrol,Rawalpindi,Original,Local,Manual,9,5000.0
Honda,Civic Prosmetic,2007,133000,1750000,Petrol,Lahore,Original,Local,Manual,19,6650.0
Changan,Alsvin,2021,39000,3750000,Petrol,Rawalpindi,Original,Local,Automatic,5,6500.0
Toyota,Altis Grande,2016,85125,4700000,Petrol,Islamabad,Original,Local,Automatic,10,7738.636363636364
Toyota,Corolla XLI,2011,91000,2150000,Petrol,Lahore,Original,Local,Manual,15,5687.5
Hyundai,Santro,2006,127856,843000,Petrol,Faisalabad,Original,Local,Manual,20,6088.380952380952
Toyota,Altis Grande,2017,122896,4800000,Petrol,Lahore,Original,Imported,Automatic,9,12289.6
Daihatsu,Hijet,2013,12345,1480000,Petrol,Islamabad,Original,Imported,Automatic,13,881.7857142857143
Suzuki,Alto,2012,350000,1200000,Petrol,Lahore,Original,Local,Manual,14,23333.333333333332
Honda,City IVTEC,2019,80000,3550000,Petrol,Islamabad,Original,Local,Manual,7,10000.0
Daihatsu,Mira,2012,85000,2250000,Petrol,Islamabad,Original,Imported,Automatic,14,5666.666666666667
Hyundai,Santro,2006,100000,1025000,Petrol,Lahore,Original,Imported,Manual,20,4761.9047619047615
Honda,City Aspire,2019,43000,3700000,Petrol,Karachi,Original,Local,Automatic,7,5375.0
Suzuki,Mehran VXR,2018,52000,1370000,Petrol,Lahore,Original,Local,Manual,8,5777.777777777777
Daihatsu,Cuore,2008,90000,1100000,Petrol,Karachi,Original,Local,Automatic,18,4736.8421052631575
KIA,Spectra,2002,12345,750000,Petrol,Lahore,Original,Imported,Manual,24,493.8
Daihatsu,Move,2011,94000,1750000,Petrol,Lahore,Original,Imported,Automatic,15,5875.0
Honda,City Aspire,2016,100000,3175000,Petrol,Lahore,Original,Local,Manual,10,9090.90909090909
Toyota,Yaris,2021,49000,4290000,Petrol,Islamabad,Original,Local,Automatic,5,8166.666666666667
Toyota,Corrolla Altis,2016,90000,3795000,Petrol,Karachi,Original,Local,Automatic,10,8181.818181818182
Suzuki,Cultus VXR,2007,123456,970000,Petrol,Lahore,Original,Local,Manual,19,6172.8
Suzuki,Wagon R,2015,85000,2300000,Petrol,Sindh,Original,Imported,Automatic,11,7083.333333333333
Daihatsu,Mira,2007,110000,1750000,Petrol,Islamabad,Original,Imported,Automatic,19,5500.0
Suzuki,Wagon R,2018,105000,2250000,Petrol,Lahore,Original,Imported,Manual,8,11666.666666666666
Suzuki,Swift,2013,113000,1800000,Petrol,Lahore,Original,Local,Manual,13,8071.428571428572
Honda,City IVTEC,2010,98000,2300000,Petrol,Lahore,Original,Imported,Manual,16,5764.705882352941
Suzuki,Cultus VXR,2012,90000,1260000,Petrol,Lahore,Original,Local,Manual,14,6000.0
Honda,Civic Prosmetic,2007,252700,1650000,Petrol,Karachi,Original,Local,Automatic,19,12635.0
KIA,Picanto,2021,25000,2300000,Petrol,Sindh,Original,Imported,Manual,5,4166.666666666667
Daihatsu,Mira,2020,42000,3675000,Petrol,Unregistered,Original,Imported,Automatic,6,6000.0
Suzuki,Bolan,2013,99000,820000,Petrol,Lahore,Original,Imported,Manual,13,7071.428571428572
Hyundai,Santro,2002,183000,770000,Petrol,Lahore,Original,Imported,Manual,24,7320.0
Toyota,Corrolla Altis,2019,56000,4900000,Petrol,Lahore,Original,Local,Automatic,7,7000.0
Honda,Civic Prosmetic,2015,9999,4550000,Petrol,Islamabad,Original,Local,Automatic,11,833.25
Suzuki,Swift,2011,100000,1780000,Petrol,Karachi,Original,Imported,Automatic,15,6250.0
Daihatsu,Mira,2013,75000,2100000,Petrol,Islamabad,Original,Imported,Automatic,13,5357.142857142857
FAW,V2,2016,99000,1190000,Petrol,Karachi,Original,Local,Manual,10,9000.0
Honda,Civic Prosmetic,2012,112000,3400000,Petrol,Islamabad,Original,Local,Automatic,14,7466.666666666667
Suzuki,Alto,2010,93000,1200000,Petrol,Lahore,Original,Local,Manual,16,5470.588235294118
Suzuki,Swift,2012,82000,1885000,Petrol,Lahore,Original,Local,Manual,14,5466.666666666667
Toyota,Yaris,2021,41000,4100000,Petrol,Islamabad,Original,Local,Automatic,5,6833.333333333333
Daihatsu,Move,2020,27000,3750000,Petrol,Unregistered,Original,Imported,Automatic,6,3857.1428571428573
Suzuki,Cultus VXR,2016,90000,1650000,Petrol,Karachi,Original,Local,Manual,10,8181.818181818182
Daihatsu,Cuore,2006,50000,620000,Petrol,Karachi,Original,Local,Manual,20,2380.9523809523807
Hyundai,Santro,2003,152000,715000,Petrol,Multan,Original,Local,Manual,23,6333.333333333333
Honda,Civic Oriel,2017,70000,4395000,Petrol,Karachi,Original,Local,Automatic,9,7000.0
Suzuki,Ravi,2011,10000,1100000,CNG,Mardan,Original,Imported,Manual,15,625.0
Daihatsu,Mira,2006,105155,950000,Petrol,Karachi,Original,Imported,Manual,20,5007.380952380952
Honda,City Aspire,2017,51000,3250000,Petrol,Karachi,Original,Local,Manual,9,5100.0
Toyota,Altis Grande,2015,94881,3850000,Petrol,Lahore,Original,Local,Automatic,11,7906.75
Suzuki,Bolan,2012,8000,775000,Petrol,Islamabad,Original,Local,Manual,14,533.3333333333334
Daihatsu,Move,2019,72000,2690000,Petrol,Islamabad,Original,Imported,Automatic,7,9000.0
FAW,X-PV,2016,190000,1095000,Petrol,Lahore,Original,Local,Manual,10,17272.727272727272
Toyota,Corolla XLI,2011,85000,2075000,Petrol,Karachi,Original,Local,Manual,15,5312.5
Honda,City IDSI,2006,29000,1720000,Petrol,Lahore,Original,Local,Manual,20,1380.952380952381
Honda,Civic Prosmetic,2013,108000,3580000,Petrol,Lahore,Original,Local,Automatic,13,7714.285714285715
Suzuki,Alto,2010,178526,1000000,CNG,Lahore,Original,Local,Manual,16,10501.529411764706
Suzuki,Alto,2021,60462,2250000,Petrol,Islamabad,Original,Local,Manual,5,10077.0
Daihatsu,Cuore,2010,250956,1000000,Petrol,Karachi,Original,Local,Manual,16,14762.117647058823
Suzuki,Swift,2015,107000,2230000,Petrol,Multan,Original,Local,Manual,11,8916.666666666666
Chevrolet,Exclusive,2005,100000,750000,Petrol,Lahore,Original,Imported,Manual,21,4545.454545454545
Suzuki,Wagon R,2023,9000,3100000,Petrol,Punjab,Original,Local,Manual,3,2250.0
Honda,City IVTEC,2019,75000,3315000,Petrol,Lahore,Original,Local,Manual,7,9375.0
Toyota,Corrolla Altis,2016,91000,3570000,Petrol,Karachi,Original,Local,Automatic,10,8272.727272727272
Suzuki,Cultus VXR,2014,149999,1400000,Petrol,Lahore,Original,Local,Manual,12,11538.384615384615
FAW,X-PV,2014,76777,750000,Petrol,Pirmahal,Original,Imported,Manual,12,5905.923076923077
Honda,Civic Oriel,2010,92375,2650000,Petrol,Islamabad,Original,Local,Automatic,16,5433.823529411765
Daihatsu,Mira,2013,154000,2245000,Petrol,Lahore,Original,Imported,Automatic,13,11000.0
Suzuki,Swift,2017,75000,1850000,Petrol,Karachi,Original,Local,Manual,9,7500.0
Chevrolet,Exclusive,2003,120000,700000,Petrol,Lahore,Original,Imported,Manual,23,5000.0
Suzuki,Mehran VXR,2006,78500,450000,Petrol,Sialkot,Original,Local,Manual,20,3738.095238095238
Hyundai,Santro,2004,145000,740000,Petrol,Karachi,Original,Local,Manual,22,6304.347826086957
Mitsubishi,Lancer,2006,285000,1410000,Petrol,Lahore,Original,Imported,Automatic,20,13571.42857142857
Suzuki,Alto,2022,7800,2465000,Petrol,Lahore,Original,Local,Manual,4,1560.0
Toyota,Corolla XLI,2002,255000,1480000,Petrol,Sindh,Original,Local,Automatic,24,10200.0
Honda,Civic Prosmetic,2000,91574,990000,Petrol,Peshawar,Original,Imported,Automatic,26,3391.6296296296296
Honda,Civic Prosmetic,2004,80000,1375000,Petrol,Karachi,Original,Imported,Automatic,22,3478.2608695652175
Suzuki,Mehran VXR,2016,1234,1050000,Petrol,Lahore,Original,Local,Manual,10,112.18181818181819
KIA,Picanto,2021,28000,3050000,Petrol,Punjab,Original,Local,Automatic,5,4666.666666666667
Daihatsu,Mira,2021,67000,3450000,Petrol,Karachi,Original,Imported,Automatic,5,11166.666666666666
KIA,Sportage,2002,190000,1400000,Petrol,Karachi,Original,Imported,Manual,24,7600.0
Honda,City IVTEC,2017,35000,3700000,Petrol,Punjab,Original,Local,Automatic,9,3500.0
KIA,Picanto,2022,6100,2750000,Petrol,Hyderabad,Original,Local,Manual,4,1220.0
Honda,Civic Prosmetic,2016,125000,4150000,Petrol,Lahore,Original,Local,Automatic,10,11363.636363636364
KIA,Classic,2001,12345,485000,Petrol,Islamabad,Original,Local,Manual,25,474.8076923076923
Suzuki,Wagon R,2014,200000,1800000,Petrol,Islamabad,Original,Imported,Manual,12,15384.615384615385
Toyota,Yaris,2021,41000,4450000,Petrol,Lahore,Original,Local,Automatic,5,6833.333333333333
Suzuki,Wagon R,2018,59000,2190000,Petrol,Lahore,Original,Local,Manual,8,6555.555555555556
Suzuki,Wagon R,2023,3000,3150000,Petrol,Lahore,Original,Local,Manual,3,750.0
Hyundai,Santro,2003,160000,800000,Petrol,Sindh,Original,Local,Manual,23,6666.666666666667
Suzuki,Mehran VXR,2006,89700,600000,Petrol,Karachi,Original,Local,Manual,20,4271.428571428572
Suzuki,Mehran VXR,2007,69895,650000,Petrol,Punjab,Original,Imported,Manual,19,3494.75
Suzuki,Every,2021,117000,2150000,Petrol,Unregistered,Original,Imported,Automatic,5,19500.0
FAW,X-PV,2016,130000,780000,Petrol,Gujranwala,Original,Local,Manual,10,11818.181818181818
Suzuki,Alto,2009,100000,800000,Petrol,Sindh,Original,Imported,Manual,17,5555.555555555556
Honda,City Vario,2002,100000,900000,Petrol,Karachi,Original,Local,Manual,24,4000.0
Honda,Civic Oriel,2008,124000,2350000,Petrol,Lahore,Original,Local,Manual,18,6526.315789473684
Honda,City Aspire,2020,90000,4100000,Petrol,Lahore,Original,Local,Automatic,6,12857.142857142857
Toyota,Corrolla Altis,2017,33000,4700000,Petrol,Islamabad,Original,Imported,Automatic,9,3300.0
Honda,City Aspire,2018,104000,3650000,Petrol,Lahore,Original,Local,Automatic,8,11555.555555555555
Toyota,Altis Grande,2017,129000,4065000,Petrol,Karachi,Original,Local,Automatic,9,12900.0
Suzuki,Alto,2004,200000,760000,Petrol,Islamabad,Duplicate,Local,Manual,22,8695.652173913044
Hyundai,Santro,2006,123456,860000,Petrol,Karachi,Original,Local,Manual,20,5878.857142857143
Suzuki,Mehran VXR,2006,25000,700000,Petrol,Lahore,Original,Local,Manual,20,1190.4761904761904
Suzuki,Cultus VXR,2012,80000,1350000,Petrol,Lahore,Original,Imported,Manual,14,5333.333333333333
Toyota,Altis Grande,2015,180000,4000000,Petrol,Lahore,Original,Local,Automatic,11,15000.0
Toyota,Corolla GLI,2015,110000,2900000,Petrol,Karachi,Original,Local,Manual,11,9166.666666666666
Honda,Civic Prosmetic,2010,160000,1800000,Petrol,Karachi,Original,Local,Automatic,16,9411.764705882353
Suzuki,Wagon R,2019,114000,2650000,Petrol,Lahore,Original,Imported,Manual,7,14250.0
Honda,City Aspire,2003,2003,1150000,Petrol,Lahore,Original,Imported,Manual,23,83.45833333333333
Hyundai,Santro,2004,200000,885000,Petrol,Lahore,Original,Local,Manual,22,8695.652173913044
Suzuki,Swift,2011,118000,1975000,Petrol,Islamabad,Original,Imported,Manual,15,7375.0
Suzuki,Mehran VXR,2017,150000,1175000,Petrol,Lahore,Original,Local,Manual,9,15000.0
Suzuki,Bolan,2010,92584,750000,Petrol,Faisalabad,Original,Local,Manual,16,5446.117647058823
Honda,City IVTEC,2013,150000,2570000,Petrol,Lahore,Original,Local,Manual,13,10714.285714285714
Toyota,Corrolla Altis,2016,113000,3800000,Petrol,Karachi,Original,Local,Automatic,10,10272.727272727272
Honda,City Vario,2005,100000,1500000,Petrol,Karachi,Original,Local,Automatic,21,4545.454545454545
Suzuki,Alto,2020,45000,2075000,Petrol,Karachi,Original,Local,Manual,6,6428.571428571428
Honda,Civic Prosmetic,2004,200000,1500000,Petrol,Lahore,Original,Local,Automatic,22,8695.652173913044
Hyundai,Santro,2006,145000,835000,Petrol,Lahore,Original,Local,Manual,20,6904.761904761905
Suzuki,Bolan,2008,40000,620000,Petrol,Karachi,Original,Local,Manual,18,2105.2631578947367
Suzuki,Alto,2012,110000,1280000,Petrol,Lahore,Original,Local,Manual,14,7333.333333333333
Suzuki,Alto,2020,73445,2100000,Petrol,Sindh,Original,Local,Manual,6,10492.142857142857
Honda,City IVTEC,2014,83000,2975000,Petrol,Lahore,Original,Local,Automatic,12,6384.615384615385
KIA,Classic,2003,100000,550000,CNG,Faisalabad,Original,Local,Manual,23,4166.666666666667
Daihatsu,Move,2015,105000,2795000,Petrol,Lahore,Original,Imported,Automatic,11,8750.0
Toyota,Passo,2007,122000,1630000,Petrol,Karachi,Original,Imported,Automatic,19,6100.0
Daihatsu,Cuore,2006,160000,1150000,Petrol,Lahore,Original,Imported,Automatic,20,7619.047619047619
Toyota,Corrolla Altis,2020,29000,4750000,Petrol,Karachi,Original,Local,Automatic,6,4142.857142857143
Suzuki,Alto,2007,200000,800000,CNG,Peshawar,Original,Local,Manual,19,10000.0
FAW,V2,2016,88000,1370000,Petrol,Sindh,Original,Local,Manual,10,8000.0
Honda,Civic Prosmetic,2015,83000,3885000,Petrol,Islamabad,Original,Local,Automatic,11,6916.666666666667
Toyota,Corolla GLI,2015,190000,3350000,Petrol,Lahore,Original,Imported,Manual,11,15833.333333333334
Honda,City IDSI,2005,12345,1225000,Petrol,Lahore,Original,Imported,Manual,21,561.1363636363636
Suzuki,Wagon R,2019,53000,2290000,Petrol,Lahore,Original,Local,Manual,7,6625.0
Daihatsu,Hijet,2012,126000,1450000,Petrol,Karachi,Original,Imported,Automatic,14,8400.0
Honda,Civic Oriel,2001,95000,1050000,Petrol,Karachi,Original,Local,Manual,25,3653.846153846154
Honda,City Aspire,2016,122222,3450000,Petrol,Lahore,Original,Local,Automatic,10,11111.09090909091
Toyota,Yaris,2010,100000,1000000,Petrol,Sindh,Original,Local,Manual,16,5882.35294117647
Daihatsu,Mira,2007,180000,1600000,Petrol,Lahore,Original,Imported,Automatic,19,9000.0
Suzuki,Every,2010,130000,1700000,Petrol,Lahore,Original,Imported,Automatic,16,7647.058823529412
Daihatsu,Move,2014,99000,2350000,Petrol,Karachi,Original,Imported,Automatic,12,7615.384615384615
Honda,City Aspire,2015,149998,2700000,Petrol,Karachi,Original,Local,Manual,11,12499.833333333334
Suzuki,Mehran VXR,2006,100000,400000,Petrol,Hyderabad,Original,Local,Manual,20,4761.9047619047615
Honda,City IVTEC,2012,141760,2650000,Petrol,Lahore,Original,Local,Manual,14,9450.666666666666
FAW,X-PV,2015,10000,750000,Petrol,Multan,Original,Imported,Manual,11,833.3333333333334
Suzuki,Mehran VXR,2009,96000,625000,Petrol,Faisalabad,Original,Local,Manual,17,5333.333333333333
Honda,City IDSI,2007,136300,1995000,Petrol,Sialkot,Original,Local,Manual,19,6815.0
Suzuki,Bolan,2017,62240,1300000,Petrol,Lahore,Original,Local,Manual,9,6224.0
Mitsubishi,Lancer,2006,50000,800000,Petrol,Lahore,Original,Imported,Automatic,20,2380.9523809523807
Toyota,Corolla XLI,2011,92000,2200000,Petrol,Multan,Original,Local,Manual,15,5750.0
Toyota,Corolla XLI,2018,160000,4000000,Petrol,Lahore,Original,Local,Manual,8,17777.777777777777
Toyota,Yaris,2020,28000,3850000,Petrol,Lahore,Original,Local,Manual,6,4000.0
Honda,City IVTEC,2018,71500,3100000,Petrol,Sindh,Original,Local,Manual,8,7944.444444444444
Daihatsu,Cuore,2010,81000,1300000,Petrol,Karachi,Original,Local,Automatic,16,4764.705882352941
Suzuki,Alto,2011,160000,1150000,Petrol,Lahore,Original,Local,Manual,15,10000.0
Suzuki,Swift,2018,65000,2545000,Petrol,Lahore,Original,Local,Manual,8,7222.222222222223
Daihatsu,Mira,2013,122000,1650000,Petrol,Sindh,Original,Imported,Automatic,13,8714.285714285714
Honda,City IVTEC,2015,101000,3200000,Petrol,Lahore,Original,Local,Automatic,11,8416.666666666666
Honda,City IVTEC,2015,84000,2820000,Petrol,Sindh,Original,Local,Automatic,11,7000.0
Suzuki,Ravi,2007,68000,950000,Petrol,Mirpur,Original,Imported,Manual,19,3400.0
Honda,City IVTEC,2019,37000,3685000,Petrol,Islamabad,Original,Local,Manual,7,4625.0
Hyundai,Santro,2000,190000,600000,Petrol,Karachi,Original,Imported,Manual,26,7037.037037037037
Mitsubishi,Ek Wagon,2013,88000,2350000,Petrol,Lahore,Original,Imported,Automatic,13,6285.714285714285
Honda,Civic Oriel,2017,38000,4900000,Petrol,Karachi,Original,Local,Automatic,9,3800.0
Honda,Civic Prosmetic,2008,130000,1960000,Petrol,Lahore,Original,Local,Automatic,18,6842.105263157895
KIA,Classic,2003,100000,455000,Petrol,Faisalabad,Original,Imported,Manual,23,4166.666666666667
Toyota,Corrolla Altis,2017,35000,4800000,Petrol,Islamabad,Original,Local,Automatic,9,3500.0
Suzuki,Wagon R,2018,55000,2385000,Petrol,Karachi,Original,Local,Manual,8,6111.111111111111
KIA,Picanto,2021,29600,2985000,Petrol,Lahore,Original,Local,Automatic,5,4933.333333333333
Suzuki,Bolan,2009,320000,800000,Petrol,Lahore,Original,Local,Manual,17,17777.777777777777
Suzuki,Bolan,2022,19950,1990000,Petrol,Islamabad,Original,Local,Manual,4,3990.0
Honda,Civic Oriel,2011,87000,2360000,Petrol,Sindh,Original,Local,Automatic,15,5437.5
Mitsubishi,Lancer,2004,180000,1270000,Petrol,Lahore,Original,Imported,Manual,22,7826.086956521739
Suzuki,Wagon R,2019,54000,2250000,Petrol,Lahore,Original,Local,Manual,7,6750.0
Honda,Civic Prosmetic,2013,108000,3600000,Petrol,Islamabad,Original,Local,Automatic,13,7714.285714285715
